SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531215,RTS POWER CO,X ,Q,56.55,58.00,56.55,58.00,58.00,56.90,4,420,23757.00,
531216,COMFORT INTE,X ,Q,1.00,1.12,0.94,1.12,1.12,0.94,244,672962,740781.00,
531223,ANJANI SYNT.,X ,Q,30.95,31.00,30.00,30.10,30.00,30.90,17,2014,61497.00,
531225,FRONTIER    ,XT,Q,1.51,1.51,1.51,1.51,1.51,1.44,3,598,902.00,
531233,RASI ELECTRO,ST,Q,4.70,4.90,4.60,4.61,4.61,4.82,8,5325,24625.00,
531234,VICTORY PAPR,XT,Q,39.75,39.75,39.75,39.75,39.75,39.75,6,868,34503.00,
531241,LINC PEN &PL,B ,Q,363.20,381.80,351.70,365.45,364.50,352.15,868,27171,10040455.00,
531253,INDIA GELAT.,X ,Q,114.90,116.00,111.05,112.45,112.45,111.05,22,1271,143968.00,
531254,OPTIFIN     ,X ,Q,31.95,31.95,31.95,31.95,31.95,30.50,1,100,3195.00,
531255,PARAGON FIN.,X ,Q,30.45,30.45,27.85,27.85,27.85,29.25,9,1215,35202.00,
531257,PRATIKSHA CH,XT,Q,6.19,6.19,5.61,5.61,5.61,5.90,6,1881,10710.00,
531266,VST TILLERS ,B ,Q,2185.00,2220.00,2175.10,2178.90,2177.00,2174.95,49,391,859416.00,
531273,RADHE DEVLOP,SS,Q,14.00,14.95,14.00,14.75,14.75,14.60,14,1620,22962.00,
531278,ELIXIR      ,X ,Q,40.50,41.90,40.00,40.00,40.00,40.20,13,330,13409.00,
531280,PANKAJ POLY.,X ,Q,14.25,14.61,13.92,14.60,13.92,13.92,11,15546,225249.00,
531281,P.G.IND.LTD.,X ,Q,31.00,31.00,30.85,30.85,30.85,32.45,4,500,15485.00,
531287,NAT PLASTIC ,X ,Q,43.50,43.50,43.50,43.50,43.50,43.60,1,600,26100.00,
531288,LEAD FINANC ,XT,Q,6.05,6.05,6.05,6.05,6.05,5.79,3,110,665.00,
531289,NATFIT      ,X ,Q,208.00,213.00,207.00,212.05,212.05,210.20,24,748,157798.00,
531297,ARTEFACT PR ,XT,Q,48.90,48.90,48.90,48.90,48.90,47.95,5,453,22151.00,
531306,DHP INDIA LT,X ,Q,472.05,491.65,460.00,468.75,468.75,478.00,81,2080,970008.00,
531323,SANTARAM SPN,X ,Q,3.96,3.96,3.96,3.96,3.96,3.78,2,1495,5920.00,
531335,ZYDUS WELL  ,B ,Q,935.00,940.35,925.05,928.80,935.15,936.65,39,661,614417.00,
531337,IRISMEDIA   ,XT,Q,19.90,19.90,19.85,19.90,19.90,19.65,20,62600,1245595.00,
531339,JAIHIND PROJ,B ,Q,5.90,5.90,5.90,5.90,5.90,6.00,2,1050,6195.00,
531343,INDINFRA    ,X ,Q,16.00,16.80,15.20,16.80,16.80,16.00,12,174,2741.00,
531344,CONTAIN.CORP,A ,Q,1280.00,1304.10,1280.00,1295.10,1295.10,1301.35,168,2844,3691566.00,
531346,EASTERN TRED,X ,Q,107.90,107.90,101.00,102.40,102.40,104.00,17,1028,106025.00,
531349,PANACEA BIOT,B ,Q,236.45,245.10,231.10,233.70,233.70,233.05,907,45829,10948729.00,
531352,PEETI SECURT,XT,Q,8.80,8.80,8.80,8.80,8.80,8.40,1,50,440.00,
531358,CHOICE INT. ,X ,Q,115.00,126.25,115.00,126.25,126.25,114.80,329,37825,4725350.00,
531359,SHRIRAM ASSE,X ,Q,55.80,57.90,55.80,57.90,57.90,52.65,14,1942,111971.00,
531364,AQUAPIV     ,X ,Q,15.95,15.95,15.95,15.95,15.95,16.65,1,21,334.00,
531370,SPARC SYSTEM,XT,Q,2.68,2.95,2.68,2.95,2.95,2.81,2,6,17.00,
531373,BYKE HOSP   ,B ,Q,168.90,169.00,165.00,166.05,166.05,165.95,337,79291,13196966.00,
531380,CENTENIAL SU,XT,Q,73.80,73.80,73.80,73.80,73.80,73.80,1,10,738.00,
531390,UPSURGE INV.,XT,Q,59.30,59.30,53.70,54.75,53.70,56.50,22,1717,98702.00,
531398,SOURCENTRL  ,XT,Q,98.15,98.15,98.15,98.15,98.15,100.15,2,35,3435.00,
531400,ALMONDZ GLO ,T ,Q,30.00,30.00,28.45,28.45,28.45,29.90,40,8932,258234.00,
531402,LWS KNITWEAR,XT,Q,10.50,10.55,10.50,10.50,10.50,10.05,9,1125,11843.00,
531404,ZICOM ELECTR,B ,Q,21.00,21.70,21.00,21.10,21.00,21.25,55,9488,201070.00,
531410,GUJ.FOILS   ,X ,Q,10.50,10.60,10.50,10.60,10.60,10.30,8,1670,17575.00,
531413,KIRAN PRINT ,X ,Q,3.53,3.53,3.53,3.53,3.53,3.71,4,175,617.00,
531426,TAMIL.NEWSPR,B ,Q,420.90,444.50,406.45,430.65,430.65,419.75,4154,133394,57377813.00,
531429,ADVENT COMP.,X ,Q,1.97,1.97,1.97,1.97,1.97,2.06,1,10,19.00,
531431,SHAKTI PUMPS,B ,Q,438.70,440.00,425.95,427.95,427.95,438.65,408,14342,6213906.00,
531433,SUNGOLD CAP.,XT,Q,2.17,2.17,2.17,2.17,2.17,2.08,2,1000,2170.00,
531437,PWASML      ,XT,Q,39.50,39.50,39.50,39.50,39.50,40.50,1,1000,39500.00,
531439,GOLDSTONE EN,B ,Q,9.79,9.80,9.30,9.50,9.50,9.55,12,4600,44552.00,
531449,GRM OVERSEAS,X ,Q,267.15,278.00,257.20,271.20,258.05,267.15,36,950,255811.00,
531453,MOHIT INDUS.,B ,Q,46.00,46.00,44.00,44.10,44.10,45.25,228,23489,1043930.00,
531454,POLYLINK POL,XT,Q,22.00,22.00,21.40,21.50,21.50,22.50,12,2501,53674.00,
531456,MINAXI TEXT.,X ,Q,1.41,1.42,1.34,1.42,1.42,1.41,21,49895,69173.00,
531463,GBLINFRA    ,X ,Q,105.60,105.95,104.75,105.90,105.90,105.65,212,79400,8373295.00,
531467,ARNAVCORP   ,ST,Q,0.48,0.48,0.48,0.48,0.48,0.50,3,6300,3024.00,
531471,DUKE OFFSHOR,X ,Q,103.00,106.00,101.00,104.75,104.75,100.90,169,12363,1286657.00,
531472,CYBELE IND  ,XT,Q,6.10,6.25,5.89,5.90,5.90,6.19,14,23250,137238.00,
531489,CG-VAK SOFTW,X ,Q,26.40,26.40,26.40,26.40,26.40,27.70,2,200,5280.00,
531496,OMKAR OVERSE,X ,Q,1.26,1.26,1.26,1.26,1.26,1.20,1,100,126.00,
531497,MADHUCON PRJ,B ,Q,31.35,32.50,31.20,31.60,31.90,31.95,138,16236,513861.00,
531499,SYBLY INDS. ,X ,Q,5.31,5.69,5.12,5.46,5.48,5.43,108,87467,468665.00,
531500,RAJESH EXPO.,A ,Q,802.50,811.30,800.65,805.50,807.00,806.05,456,40798,32873897.00,
531502,ESAAR (I)LTD,X ,Q,4.21,4.29,4.21,4.21,4.29,4.29,115,134226,565238.00,
531503,MARIS SPIN. ,XT,Q,34.60,34.65,34.60,34.65,34.65,33.00,4,362,12540.00,
531508,EVEREADY (I),B ,Q,432.25,438.50,429.35,431.40,431.40,430.15,358,7666,3319607.00,
531512,ORIENT TRADE,XT,Q,3.14,3.14,3.14,3.14,3.14,3.30,2,256,803.00,
531518,VIKAS GRAN  ,XT,Q,5.51,6.00,5.51,5.99,5.99,5.80,11,3494,19660.00,
531519,ANKUSH FINST,XT,Q,9.50,9.50,8.98,8.98,8.98,9.45,2,330,3119.00,
531524,I.C.S.A. IND,B ,Q,2.50,2.63,2.50,2.60,2.62,2.45,12,13520,35065.00,
531531,HATSUN AGRO ,B ,Q,862.00,868.30,850.00,851.75,855.00,867.70,194,3804,3256336.00,
531539,RISHABH DIGH,X ,Q,45.25,45.25,40.00,42.90,42.00,43.00,39,6095,261788.00,
531540,MARUTI INFRA,X ,Q,23.85,23.85,22.65,22.80,22.80,23.50,118,12933,301043.00,
531541,AVONLIFE    ,ST,Q,14.25,14.25,14.25,14.25,14.25,14.25,1,600,8550.00,
531543,JINDAL WORLD,B ,Q,1224.45,1224.45,1192.50,1209.35,1207.05,1211.85,188,10891,13148986.00,
531547,TIRUPATI IND,X ,Q,11.45,12.00,11.40,11.78,11.60,12.10,19,6456,75580.00,
531548,SOMANY CRAM ,B ,Q,925.00,925.00,888.00,904.80,888.00,892.85,117,1173,1073905.00,
531550,JHAVERI CRED,XT,Q,4.00,4.00,4.00,4.00,4.00,4.04,1,500,2000.00,
531552,RAGHUNATH TO,XT,Q,3.96,3.96,3.96,3.96,3.96,4.16,1,200,792.00,
531556,CORAL (I)FIN,B ,Q,71.70,74.05,70.40,70.45,70.45,70.60,87,7418,534613.00,
531574,VAS INFRA   ,X ,Q,12.00,12.85,10.63,10.90,10.99,12.00,26,2151,23920.00,
531585,DEVINE IMPE ,XT,Q,3.89,4.09,3.89,4.09,4.09,4.09,4,201,782.00,
531590,BILPOWER LTD,T ,Q,1.62,1.62,1.60,1.60,1.60,1.55,31,56699,91692.00,
531595,CGCL        ,B ,Q,118.10,120.75,116.40,117.15,117.70,119.50,82,4637,546669.00,
531599,FDC LIMITED ,B ,Q,210.00,211.75,208.00,210.95,211.50,210.05,137,5433,1142392.00,
531609,KG PETROCHEM,XT,Q,121.45,121.45,115.45,120.00,120.00,121.45,5,738,88757.00,
531612,KGN IND LTD ,XT,Q,2.25,2.25,2.21,2.21,2.21,2.25,11,7462,16515.00,
531624,COUNTRY COND,T ,Q,4.33,4.33,3.93,3.93,3.93,4.13,29,25707,101114.00,
531626,OROSMITHS   ,XT,Q,7.40,7.40,7.40,7.40,7.40,7.30,2,501,3707.00,
531633,LINCOLN PHAR,B ,Q,235.75,239.90,223.40,229.00,229.00,235.80,2483,183940,42834500.00,
531642,MARICOLTD   ,A ,Q,313.05,313.05,307.35,308.05,308.05,312.80,299,15756,4879953.00,
531644,TOKYO FINANC,X ,Q,6.65,6.65,6.65,6.65,6.65,6.37,2,500,3325.00,
531648,MAHAVIRIND  ,XT,Q,3.06,3.06,3.06,3.06,3.06,3.12,2,11,33.00,
531680,MAYUR LEATHR,XT,Q,21.00,22.40,21.00,22.40,22.40,22.00,3,2000,42140.00,
531682,CAT TECHN.  ,XT,Q,0.82,0.82,0.82,0.82,0.82,0.79,6,2716,2227.00,
531686,ADVIK LABORS,XT,Q,4.64,4.84,4.60,4.83,4.83,4.64,10,2931,13670.00,
531687,KARUTURI GLO,T ,Q,1.49,1.49,1.49,1.49,1.49,1.42,56,333107,496329.00,
531688,PRITHVIEXCH ,X ,Q,53.00,54.00,49.10,53.85,54.00,52.45,29,3343,176449.00,
531694,RAINBOW FOUN,X ,Q,20.60,21.65,20.60,21.65,21.65,21.65,3,35,747.00,
531712,TRILOGIC    ,XT,Q,1.00,1.00,1.00,1.00,1.00,1.00,1,100,100.00,
531716,TRICOMFRU   ,XT,Q,2.82,2.82,2.82,2.82,2.82,2.69,1,2999,8457.00,
531717,VIDHIING    ,B ,Q,107.35,110.30,104.30,105.15,105.15,107.35,1020,89334,9561104.00,
531719,BHAGIRA.CHEM,SS,Q,297.00,297.00,272.00,290.00,290.00,299.75,5,13,3749.00,
531723,STAMPEDE CAP,T ,Q,6.76,7.04,6.57,6.59,6.58,6.91,98,137612,936718.00,
531726,PANCHSHEEL O,X ,Q,86.00,86.10,86.00,86.05,86.00,87.00,3,169,14539.00,
531727,MENON PISTON,XT,Q,31.10,31.50,30.05,30.30,30.85,31.25,111,29674,915921.00,
531737,GREENCREST  ,SS,Q,46.15,46.15,46.15,46.15,46.15,46.15,1,5,230.00,
531739,GENNEX LAB  ,X ,Q,5.80,5.95,5.31,5.45,5.45,5.80,388,357261,1980416.00,
531744,GINI SILK MI,X ,Q,364.00,375.00,352.00,358.90,358.90,359.35,45,26878,10027001.00,
531746,PRAJAY ENGS.,B ,Q,12.75,12.75,11.61,11.70,11.80,11.88,85,35078,425649.00,
531758,G.K.CONSULT.,XT,Q,4.49,4.49,4.49,4.49,4.49,4.72,2,255,1144.00,
531761,AMULYA LEAS.,XT,Q,480.00,480.00,461.00,467.00,465.00,475.35,72,3891,1821243.00,
531768,POLY MEDICUR,B ,Q,277.10,289.90,273.00,273.60,273.65,272.05,267,6224,1717295.00,
531769,PFL INFOTECH,XT,Q,6.58,6.59,6.39,6.49,6.49,6.29,9,1029,6664.00,
531781,SURYADEEP SA,XT,Q,1.90,1.90,1.90,1.90,1.90,1.99,1,50,95.00,
531795,ATUL AUTO   ,B ,Q,422.00,432.00,422.00,428.05,427.00,425.80,133,2437,1045755.00,
531802,PRERNA INFR ,X ,Q,28.00,29.35,25.25,27.20,28.55,27.30,58,3513,93906.00,
531810,METAL COATIN,XT,Q,39.00,39.00,39.00,39.00,39.00,38.40,2,1002,39078.00,
531814,TIRUPATI SAR,X ,Q,18.65,18.65,17.80,17.85,17.85,18.05,43,22025,397447.00,
531816,PANORAM UNI ,B ,Q,9.29,9.91,9.29,9.40,9.40,9.36,20,4713,44961.00,
531822,RODIUM      ,X ,Q,123.50,130.00,122.00,124.50,124.50,124.00,77,7435,920719.00,
531832,NAGAR.AGRITE,X ,Q,6.80,6.80,6.70,6.70,6.70,6.55,2,318,2132.00,
531840,IEC EDU     ,X ,Q,4.38,4.40,4.06,4.14,4.14,4.24,8,1790,7774.00,
531842,LAHOTI OVER.,X ,Q,25.10,26.00,25.05,25.05,25.05,26.00,55,14905,377125.00,
531847,ASIAN STAR  ,B ,Q,1121.00,1190.00,1121.00,1190.00,1190.00,1179.90,4,11,12400.00,
531859,ORIENTAL VEN,X ,Q,429.00,450.00,429.00,437.65,437.00,435.60,16,876,386598.00,
531861,JOINDRE CAPI,X ,Q,32.05,34.00,32.00,33.80,33.55,32.60,55,13309,440840.00,
531862,BHARATAGRI  ,X ,Q,140.05,142.50,139.00,139.60,142.25,140.80,56,9854,1374894.00,
531867,UNITECH INTE,X ,Q,11.15,11.85,9.28,11.45,11.45,10.15,462,255181,2746073.00,
531869,SACHETA MET.,XT,Q,52.00,53.30,50.05,50.80,51.00,52.45,103,64777,3358025.00,
531879,PIONEER DIS.,B ,Q,185.05,188.00,185.05,188.00,188.00,184.05,5,141,26167.00,
531881,GMETCOAL    ,XT,Q,19.00,19.00,19.00,19.00,19.00,18.80,2,100,1900.00,
531882,KWALITYLTD  ,B ,Q,111.40,111.40,104.40,105.80,105.80,110.80,2178,273412,29413524.00,
531888,REXNORD ELE.,X ,Q,82.20,88.50,82.20,86.35,86.00,88.20,55,4574,395933.00,
531892,KHANDWALA SE,B ,Q,21.55,21.55,20.50,21.55,21.55,20.53,82,65610,1412928.00,
531893,SAWACA BUSI ,XT,Q,3.10,3.10,2.96,3.10,3.10,2.96,11,4320,13335.00,
531900,CCL INTER   ,X ,Q,14.70,14.70,14.70,14.70,14.70,14.80,1,100,1470.00,
531917,TWINSTAR SOF,XT,Q,2.27,2.27,2.07,2.27,2.27,2.17,54,60289,133553.00,
531921,AGAR IND COR,T ,Q,645.00,670.15,645.00,669.00,669.00,638.25,78,3125,2065765.00,
531923,DHAMPURE SGR,X ,Q,14.60,14.60,13.80,14.50,14.50,14.00,18,5903,85171.00,
531925,SHANTANU SHE,XT,Q,10.26,10.26,10.26,10.26,10.26,10.28,6,197,2021.00,
531934,SUPREME TEX ,B ,Q,2.20,2.33,2.18,2.18,2.18,2.29,45,24599,54161.00,
531950,VERTEX SEC. ,ST,Q,2.41,2.41,2.40,2.40,2.40,2.50,17,12400,29766.00,
531952,RIBA TEXTILS,X ,Q,112.50,113.00,107.05,107.60,107.05,111.90,573,108897,12125536.00,
531963,UNIVERSAL CR,XT,Q,7.30,7.30,7.30,7.30,7.30,7.65,15,1474,10760.00,
531972,TRIDENTTOOL ,X ,Q,14.80,15.10,13.75,13.75,13.75,14.40,7,1410,21252.00,
531977,CHARTERLOGIS,X ,Q,19.35,19.65,19.20,19.30,19.50,19.50,105,51850,1006156.00,
531978,AMBIKA COTTO,B ,Q,1281.00,1301.00,1275.00,1281.25,1277.00,1281.00,29,10158,13052375.00,
531979,HIND ALUMIN ,X ,Q,126.65,126.65,120.25,121.65,123.00,124.75,68,8417,1042325.00,
531996,ODYSSEY CORP,X ,Q,3.01,3.04,2.76,2.90,2.90,2.90,12,8129,23766.00,
532001,INDUCTO STL.,X ,Q,25.50,25.50,25.50,25.50,25.50,24.50,2,600,15300.00,
532005,SAM INDUS.  ,X ,Q,19.00,19.00,19.00,19.00,19.00,19.00,1,3,57.00,
532007,SHREEVAT.FIN,X ,Q,3.70,3.97,3.37,3.96,3.96,3.31,115,224353,882662.00,
532015,GRAVITY (I) ,X ,Q,3.00,3.24,2.94,3.24,3.24,3.09,5,800,2418.00,
532022,FILAT FASH  ,X ,Q,3.40,3.59,3.27,3.27,3.27,3.44,31,24101,80310.00,
532033,JAIN STUDIOS,T ,Q,4.27,4.39,4.27,4.39,4.39,4.19,2,300,1305.00,
532034,SAFALHBS    ,XT,Q,3.50,3.50,3.50,3.50,3.50,3.54,2,130,455.00,
532035,UNISTAR MULT,X ,Q,8.40,8.40,7.62,7.62,7.62,8.00,3,1200,10002.00,
532039,ZENOTECH    ,XT,Q,49.70,52.00,49.50,51.45,51.30,49.55,119,37578,1908907.00,
532041,HINDUSTN BIO,XT,Q,0.45,0.45,0.45,0.45,0.45,0.47,1,500,225.00,
532051,SWELECT     ,B ,Q,467.00,472.75,467.00,469.65,469.00,472.20,42,1001,470352.00,
532053,WALLFORT FIN,X ,Q,108.75,108.75,97.00,101.40,102.00,100.00,79,14387,1459297.00,
532054,KDDL LTD    ,T ,Q,340.15,341.55,327.00,339.20,341.55,325.30,165,19122,6441356.00,
532056,ADINATH EXIM,XT,Q,20.75,20.75,20.00,20.00,20.00,20.75,2,151,3102.00,
532067,KILPEST (I) ,ST,Q,105.00,107.00,99.80,103.10,102.35,105.00,6,212,21910.00,
532070,SUPERB PAPER,X ,Q,37.00,37.25,37.00,37.25,37.25,37.55,20,12555,465503.00,
532081,KSERASERA   ,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,43,165806,31503.00,
532097,MUKAND ENGG.,B ,Q,47.25,47.25,45.95,46.20,46.20,47.35,57,10159,473394.00,
532114,AREALTY     ,XT,Q,3.43,3.43,3.11,3.11,3.11,3.27,11,6599,21167.00,
532121,DENA BANK   ,A ,Q,24.55,24.90,24.45,24.60,24.60,24.55,430,191606,4722148.00,
532123,BSE  INFRA  ,B ,Q,4.67,4.85,4.65,4.74,4.70,4.67,56,40461,192477.00,
532129,HEXAWARE TEC,A ,Q,328.75,333.70,321.20,323.35,323.35,328.65,866,38300,12617775.00,
532134,BANKBARODA  ,A ,Q,166.55,168.00,165.00,165.50,165.50,167.45,4077,583348,96878282.00,
532141,ANDHRA CEMEN,T ,Q,11.00,11.94,11.00,11.41,11.45,11.45,49,31401,352693.00,
532143,SKM EGG PROD,B ,Q,89.65,93.00,88.40,88.70,89.15,89.30,91,7750,701699.00,
532144,WELCORP     ,A ,Q,130.70,132.30,129.05,130.40,130.35,131.15,558,45044,5866084.00,
532145,H.S.(I) LTD.,X ,Q,12.91,12.91,11.97,12.22,12.00,11.75,11,1191,14935.00,
532149,BNK OF INDIA,A ,Q,180.30,182.50,178.00,179.35,178.40,181.85,964,150634,27260864.00,
532150,INDRAPRAST  ,B ,Q,52.70,52.80,52.05,52.15,52.10,53.00,100,4290,224634.00,
532155,GAIL (I) LTD,A ,Q,487.90,495.80,481.00,491.95,492.45,480.95,4688,589202,290062959.00,
532156,VAIBHAVGBL  ,B ,Q,725.00,740.00,707.70,717.50,718.00,719.05,219,5359,3903992.00,
532162,JK PAPER    ,B ,Q,136.00,138.60,134.30,136.05,136.05,135.50,4680,629487,85658074.00,
532163,SAREGAMA (I),B ,Q,820.00,833.80,802.00,808.70,808.70,827.25,696,22354,18253235.00,
532166,ALKA SECUR. ,XT,Q,0.32,0.32,0.32,0.32,0.32,0.32,2,800,256.00,
532172,SPHEREGSL   ,B ,Q,41.50,41.75,40.10,40.25,40.10,40.90,26,4575,185350.00,
532173,CYBERTECH   ,B ,Q,74.40,74.40,70.35,70.85,71.40,72.20,27,2837,201251.00,
532174,ICICI BANK  ,A ,Q,311.00,312.00,306.05,307.40,307.40,311.10,2687,577814,177595913.00,
532175,CYIENT      ,A ,Q,576.40,580.25,566.00,569.65,572.50,579.70,399,4459,2548245.00,
532178,ENGINRS.(I) ,A ,Q,188.00,192.85,187.15,190.40,190.40,187.20,2680,343479,65532738.00,
532179,CORPN.BANK  ,A ,Q,41.10,41.50,40.75,41.20,41.20,41.50,103,13835,571056.00,
532180,DHANALAK.BNK,B ,Q,31.20,31.40,30.00,30.55,30.60,31.40,230,59387,1819994.00,
532181,GUJ.MINERAL ,A ,Q,162.25,162.25,156.05,157.15,156.55,161.35,286,19508,3103271.00,
532183,GAYATRI SUGR,XT,Q,10.60,10.60,10.00,10.35,10.40,10.10,88,49388,503789.00,
532187,INDUSIND BNK,A ,Q,1655.20,1670.00,1649.00,1650.55,1650.00,1672.10,830,13998,23133927.00,
532189,INDIA TOURIS,B ,Q,509.40,519.00,504.45,512.20,512.20,512.00,195,3597,1843229.00,
532209,J & K BANK  ,A ,Q,77.30,77.60,75.25,75.80,75.80,77.05,296,36837,2818876.00,
532210,CITY UNION  ,A ,Q,181.25,181.25,175.00,177.40,178.40,180.50,344,30736,5470564.00,
532212,ARCHIES LTD ,B ,Q,33.40,34.60,33.15,33.65,33.60,33.30,244,35512,1199198.00,
532215,AXIS BANK   ,A ,Q,547.00,547.00,535.20,538.30,538.30,543.50,1072,104734,56440153.00,
532216,HB STOCKHOL.,B ,Q,37.90,40.70,36.35,40.70,40.70,37.00,443,111411,4478294.00,
532218,SOUTH IND.BK,A ,Q,32.15,32.15,31.50,31.60,31.60,32.10,862,781078,24785661.00,
532219,ENERGY DEV. ,B ,Q,24.00,28.60,24.00,27.50,27.50,23.85,1420,305549,8374492.00,
532221,SONATA SOFT.,B ,Q,238.15,239.85,230.00,235.55,235.55,239.00,774,48403,11422038.00,
532230,BENGAL TEA &,XT,Q,63.00,65.00,62.00,62.00,62.00,63.45,6,1125,71990.00,
532234,NAT.ALUM    ,A ,Q,77.40,79.00,76.80,77.15,77.15,77.40,941,210192,16384024.00,
532240,INDIA NIPPON,B ,Q,1104.35,1109.45,1080.05,1090.65,1090.65,1100.80,37,353,385674.00,
532254,POLARIS     ,A ,Q,367.00,373.90,367.00,368.55,368.55,370.20,237,9689,3591694.00,
532256,NALWA SONS  ,B ,Q,1366.00,1366.00,1346.00,1346.00,1346.00,1367.05,5,5,6780.00,
532259,APAR INDUS. ,B ,Q,796.90,808.00,766.00,794.75,808.00,791.60,114,809,640820.00,
532268,ACCELYA     ,B ,Q,1441.10,1450.00,1441.10,1447.65,1450.00,1447.45,17,326,471913.00,
532271,CYBERMATE   ,X ,Q,3.51,3.60,3.48,3.52,3.53,3.66,128,88287,310912.00,
532276,SYNDICATE BN,A ,Q,86.20,86.20,84.10,84.40,84.40,86.15,656,161186,13720718.00,
532281,HCL TECHNO  ,A ,Q,878.00,881.15,870.35,873.00,872.15,879.20,526,287896,253178226.00,
532282,CASTEXTECH  ,B ,Q,5.30,5.30,5.15,5.17,5.15,5.21,111,192563,1001606.00,
532284,TCFC FINANCE,X ,Q,35.80,35.80,33.10,33.20,33.20,33.50,11,1107,37211.00,
532285,GEOJITFSL   ,B ,Q,119.55,119.85,115.30,116.30,116.15,118.40,226,18740,2208295.00,
532286,JINDAL STE  ,A ,Q,165.00,167.70,163.20,163.75,163.75,164.95,2058,383460,63517851.00,
532290,BLB LTD.    ,B ,Q,7.71,8.93,7.71,8.67,8.93,8.13,29,16842,143847.00,
532296,GLENMARK PHA,A ,Q,542.90,548.90,538.50,540.05,539.00,541.45,1146,51922,28223630.00,
532300,WOCKHARDT   ,A ,Q,758.75,761.00,738.85,743.05,743.05,753.65,3766,214692,160803238.00,
532301,TATA COFFEE ,B ,Q,164.05,165.50,161.00,161.65,161.65,165.05,784,85327,13906170.00,
532304,KJMCCORP    ,X ,Q,30.70,30.70,30.70,30.70,30.70,30.70,1,40,1228.00,
532305,IND-SWIFT LA,B ,Q,39.25,39.50,37.00,37.15,37.40,39.15,210,46552,1755221.00,
532309,GEPIL       ,B ,Q,673.20,678.90,660.00,668.45,674.35,673.65,183,3344,2237036.00,
532310,SHREE RAMA  ,B ,Q,13.95,14.84,13.95,14.10,14.10,13.95,101,33310,476713.00,
532313,MAHINDRALIFE,B ,Q,454.95,459.80,445.10,449.40,448.80,455.05,32,715,326218.00,
532321,CADILA HEALT,A ,Q,421.00,422.15,414.20,414.90,414.90,419.70,942,41784,17457190.00,
532323,SHIVA CEMENT,ST,Q,29.45,30.00,28.10,28.75,28.75,29.45,233,92629,2676172.00,
532324,CINEVISTA   ,T ,Q,13.75,15.05,13.75,15.05,15.05,14.35,39,12796,187673.00,
532326,INTENS TECH ,B ,Q,84.90,86.00,83.55,83.80,84.85,84.75,86,10385,883969.00,
532329,DANLAW TECH.,XT,Q,72.00,75.90,70.80,72.20,72.20,74.50,56,6120,447807.00,
532330,BIOPAC INDIA,X ,Q,23.85,23.85,21.30,21.35,21.30,22.25,65,39017,872083.00,
532331,AJANTA PHARM,A ,Q,1438.15,1493.00,1430.00,1460.95,1460.95,1441.45,2309,48988,72084844.00,
532332,CURATECH    ,B ,Q,5.27,5.27,5.27,5.27,5.27,5.54,2,400,2108.00,
532333,HB PORTFOLIO,XT,Q,43.75,43.75,42.00,42.00,42.00,43.75,13,1088,45788.00,
532334,HB ESTATE DE,X ,Q,28.95,28.95,27.60,27.60,27.60,28.95,7,275,7765.00,
532336,BARON INFO. ,XT,Q,0.33,0.33,0.33,0.33,0.33,0.33,1,100,33.00,
532339,COMPUCOM SOF,B ,Q,13.50,13.90,13.50,13.67,13.80,13.76,65,14425,197591.00,
532340,OMNI AX'S SO,XT,Q,1.59,1.75,1.59,1.75,1.75,1.67,2,501,844.00,
532341,IZMO        ,B ,Q,67.45,68.10,65.05,65.90,66.00,65.95,76,11455,758244.00,
532342,COMMEX TECH ,X ,Q,0.46,0.46,0.46,0.46,0.46,0.47,10,11800,5428.00,
532343,TVS MOTOR L ,A ,Q,745.05,765.65,745.05,760.00,762.00,753.80,1434,188783,143661875.00,
532344,SOFTSOL (I) ,X ,Q,53.50,53.50,53.40,53.50,53.50,51.00,7,1508,80663.00,
532345,GATI LTD.   ,A ,Q,135.45,136.90,132.85,133.50,133.50,135.20,1375,220820,29706755.00,
532348,SUBEX LTX   ,B ,Q,8.49,8.49,8.25,8.28,8.28,8.33,295,406939,3374130.00,
532349,TRANSPORT CO,B ,Q,295.45,295.45,291.00,291.80,291.00,294.00,70,1731,506873.00,
532350,PADMALAYA TE,XT,Q,6.28,6.28,5.91,6.00,6.19,6.22,51,8568,51502.00,
532351,AKSH OPTIFIB,T ,Q,32.60,32.60,31.20,32.00,32.00,32.60,353,132056,4222091.00,
532355,PICTURHOUSE ,X ,Q,7.06,7.06,6.15,6.90,6.90,6.50,5,54,352.00,
532356,TRIVENI ENGG,B ,Q,83.30,83.70,80.10,81.75,81.65,83.60,369,62970,5165728.00,
532357,MUKTA ARTS  ,B ,Q,99.70,104.45,98.40,99.65,99.05,99.60,427,33601,3401663.00,
532362,NAGPUR POWER,X ,Q,37.30,38.00,36.10,36.80,36.10,37.55,25,7865,291253.00,
532365,DYNACONS SYS,B ,Q,41.25,44.95,41.25,42.45,42.70,40.00,267,41575,1796246.00,
532366,PNB GILTS   ,B ,Q,45.25,45.30,44.80,44.90,45.00,45.30,218,28641,1289067.00,
532368,YBRANTDIGI  ,B ,Q,5.00,5.00,4.77,4.83,4.86,5.02,1932,2332224,11542272.00,
