SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
539227,LOYAL       ,M ,Q,45.65,46.10,45.65,45.65,45.65,48.05,7,21000,962250.00,
539228,GGPL        ,B ,Q,162.00,163.00,159.25,159.45,159.25,159.80,229,50310,8107732.00,
539229,MRSS        ,M ,Q,334.50,358.90,325.00,353.00,353.00,345.00,21,27600,9311160.00,
539251,BALKRISHNA  ,B ,Q,83.00,83.00,75.95,76.60,76.15,81.00,316,24359,1929421.00,
539252,SCFL        ,T ,Q,10.95,12.00,10.95,12.00,12.00,11.43,17,14500,170986.00,
539254,ADANITRANS  ,A ,Q,196.35,196.50,191.60,193.20,193.00,196.10,523,46582,9065758.00,
539255,STARDELTA   ,X ,Q,154.90,154.90,146.85,146.85,146.85,150.65,7,280,42127.00,
539267,DRHABEEB    ,XT,Q,33.65,33.65,33.65,33.65,33.65,33.65,1,9,302.00,
539268,SYNGENE     ,A ,Q,539.90,544.40,536.00,539.50,542.50,536.10,230,5872,3168021.00,
539275,MSL         ,M ,Q,122.40,122.45,122.30,122.45,122.45,122.35,4,6000,734400.00,
539276,KAYA        ,B ,Q,933.00,957.00,931.00,938.85,942.65,933.20,164,2104,1981896.00,
539278,SYMBIOX     ,XT,Q,2.33,2.44,2.22,2.40,2.44,2.33,53,21568,48974.00,
539287,ORTINLAABS  ,B ,Q,20.15,22.40,20.15,21.35,21.35,20.35,465,148443,3228558.00,
539289,MJCO        ,B ,Q,542.35,543.00,518.05,520.65,520.65,535.25,739,13536,7156093.00,
539290,BINDALAGRO  ,B ,Q,36.90,38.20,36.90,37.20,37.20,37.10,135,29554,1114473.00,
539301,ARVSMART    ,B ,Q,176.80,179.35,173.10,175.15,175.15,177.85,178,8184,1444170.00,
539302,POWERMECH   ,B ,Q,736.00,738.00,728.05,732.75,732.85,743.80,79,1518,1114420.00,
539309,RAMASTEEL   ,B ,Q,196.45,197.00,189.85,192.60,192.60,194.20,219,20970,4057312.00,
539312,UTISENSETF  ,B ,Q,345.00,366.90,338.10,344.39,344.00,349.45,17,3334,1171440.00,
539314,UNIAUTO     ,M ,Q,62.00,62.00,59.75,59.75,59.75,64.00,4,8000,485500.00,
539331,VETO        ,B ,Q,223.20,242.00,222.50,233.10,233.10,223.95,3596,184223,43345504.00,
539332,NAVKARCORP  ,A ,Q,187.00,199.00,187.00,191.05,191.05,186.35,741,26445,5111817.00,
539333,PENPEBS     ,B ,Q,97.05,100.00,97.05,99.00,99.00,99.75,19,2611,259258.00,
539334,SHREEPUSHK  ,B ,Q,265.05,269.60,260.00,261.00,261.00,264.80,462,18974,5020108.00,
539336,GUJGAS      ,A ,Q,827.00,841.00,827.00,831.15,830.20,835.20,143,1701,1418009.00,
539346,SADBHIN     ,B ,Q,147.90,147.90,141.50,142.70,142.70,146.85,583,64499,9253934.00,
539351,PRABHAT     ,B ,Q,209.00,210.00,196.10,205.30,205.30,210.65,4456,245297,49196788.00,
539354,POLYSPIN    ,XT,Q,90.35,94.40,90.35,92.40,92.40,94.00,10,1364,127206.00,
539359,PRITIKAUTO  ,X ,Q,107.10,107.10,105.00,105.45,105.00,106.90,171,44444,4731080.00,
539363,SKC         ,M ,Q,160.00,163.85,160.00,163.85,163.85,164.95,3,3000,483850.00,
539384,KRISHNACAP  ,XT,Q,6.75,6.75,6.75,6.75,6.75,6.81,1,1222,8248.00,
539391,ACME        ,X ,Q,21.95,22.00,19.90,22.00,22.00,21.95,10,852,18739.00,
539398,VISHALBL    ,M ,Q,54.40,54.40,54.40,54.40,54.40,57.25,1,3750,204000.00,
539399,BELLACASA   ,M ,Q,220.00,240.00,220.00,234.00,240.00,218.00,3,3000,688000.00,
539400,MALLCOM     ,X ,Q,228.00,228.00,210.35,215.10,215.10,220.00,12,434,93472.00,
539402,VAL         ,M ,Q,23.50,23.50,23.50,23.50,23.50,23.50,1,8000,188000.00,
539403,ARAMBHAN    ,M ,Q,41.00,41.00,41.00,41.00,41.00,43.00,2,10000,410000.00,
539404,SATIN       ,B ,Q,412.40,416.15,406.20,410.75,410.75,408.75,461,187719,76756551.00,
539407,GENCON      ,X ,Q,156.00,156.60,153.90,153.95,153.95,154.30,56,18730,2919812.00,
539408,KUBERJI     ,XT,Q,9.80,9.80,9.80,9.80,9.80,10.31,1,50,490.00,
539436,COFFEEDAY   ,B ,Q,276.60,279.00,268.15,274.00,273.05,280.85,743,21499,5867335.00,
539437,IDFCBANK    ,A ,Q,54.00,54.00,53.30,53.40,53.40,54.20,1310,861982,46199454.00,
539448,INDIGO      ,A ,Q,1185.80,1187.10,1160.00,1181.35,1177.90,1191.85,1004,104873,122715972.00,
539450,SHK         ,B ,Q,254.50,256.10,252.50,255.35,256.00,254.95,147,3964,1010864.00,
539455,DASL        ,XT,Q,25.05,25.30,25.05,25.15,25.25,25.00,5,70,1760.00,
539470,SHREEGANES  ,X ,Q,203.35,214.00,203.35,204.00,204.00,214.00,7,158,32273.00,
539486,GEETANJ     ,XT,Q,1.39,1.45,1.33,1.45,1.45,1.39,9,1714,2451.00,
539516,HDFCNIFETF  ,B ,Q,1047.50,1053.10,1047.50,1053.10,1053.10,1062.50,2,2,2100.00,
539518,UDAYJEW     ,XT,Q,38.40,38.40,38.40,38.40,38.40,38.40,4,1560,59904.00,
539520,SHAILJA     ,XT,Q,12.30,12.30,12.30,12.30,12.30,12.40,1,1,12.00,
539523,ALKEM       ,A ,Q,2105.55,2131.80,2085.10,2100.15,2090.10,2135.60,258,1091,2293491.00,
539524,LALPATHLAB  ,A ,Q,883.30,886.90,875.50,878.55,878.00,884.00,96,1461,1287960.00,
539528,AAYUSH      ,X ,Q,81.80,82.25,79.00,82.25,82.25,78.35,207,22632,1842739.00,
539542,LUXIND      ,B ,Q,1513.45,1540.00,1485.00,1495.10,1501.00,1501.75,788,7880,11911952.00,
539546,BNL         ,X ,Q,13.30,13.99,13.30,13.99,13.99,13.99,3,50,682.00,
539551,NH          ,B ,Q,295.00,296.00,291.00,293.05,292.00,295.70,132,1902,558523.00,
539595,NATECO      ,X ,Q,86.00,86.05,83.80,85.50,83.80,85.95,252,90110,7725559.00,
539596,DELTA       ,XT,Q,9.00,9.05,9.00,9.05,9.05,9.05,3,70,630.00,
539597,JSLHISAR    ,B ,Q,208.20,211.50,203.55,205.65,206.10,210.15,392,32546,6712941.00,
539599,KEL         ,X ,Q,21.00,21.00,21.00,21.00,21.00,21.30,19,20496,430416.00,
539636,PRECAM      ,B ,Q,115.60,115.65,111.65,112.15,112.15,114.35,145,8717,986370.00,
539658,TEAMLEASE   ,B ,Q,2245.10,2245.10,2151.00,2181.25,2180.00,2241.05,225,901,1983789.00,
539678,QUICKHEAL   ,B ,Q,268.20,268.85,257.50,259.80,259.80,268.75,1811,102681,26929816.00,
539686,KPEL        ,M ,Q,279.00,279.00,270.00,270.00,270.00,291.00,2,1250,343125.00,
539693,ALORA       ,X ,Q,6.89,6.89,6.89,6.89,6.89,7.03,28,4535,31246.00,
539725,GOKULAGRO   ,T ,Q,24.10,25.00,23.85,24.30,24.35,24.60,37,8080,196600.00,
539730,FREDUN      ,XT,Q,104.30,104.30,104.30,104.30,104.30,104.30,1,1,104.00,
539742,SIMBHALS    ,B ,Q,26.50,26.80,25.65,26.00,26.00,26.60,39,5932,155223.00,
539770,DARJEELING  ,XT,Q,13.80,13.80,13.80,13.80,13.80,13.15,1,19,262.00,
539773,ADVIKCA     ,XT,Q,33.00,33.20,33.00,33.20,33.20,32.00,12,1260,41672.00,
539785,PDMJEPAPER  ,B ,Q,30.00,31.55,29.50,29.55,29.60,29.25,449,60800,1848195.00,
539787,HCG         ,B ,Q,280.60,286.65,273.65,276.95,279.80,284.15,155,2283,639139.00,
539799,BHARATWIRE  ,B ,Q,111.00,114.00,109.00,110.05,109.00,110.35,539,105791,11721641.00,
539806,H1190M36RG  ,F ,Q,10.70,10.70,10.70,10.70,10.70,10.75,2,1077,11523.00,
539807,INFIBEAM    ,A ,Q,163.95,164.00,160.70,161.55,160.95,162.20,936,779296,126595603.00,
539814,RADHEY      ,XT,Q,11.75,11.75,11.20,11.43,11.75,11.20,11,2088,24034.00,
539837,RPEL        ,M ,Q,160.00,165.50,155.00,156.25,157.00,138.00,10,10000,1599500.00,
539839,FRANKLIN    ,M ,Q,28.70,29.00,28.70,29.00,29.00,28.40,3,24000,692000.00,
539842,SYSCO       ,M ,Q,70.00,70.00,70.00,70.00,70.00,71.30,1,2500,175000.00,
539844,EQUITAS     ,A ,Q,140.00,141.70,138.50,139.15,139.15,141.05,651,93169,13026344.00,
539853,GOLDENCAP   ,XT,Q,29.95,29.95,29.95,29.95,29.95,28.70,1,300,8985.00,
539861,SKIL        ,T ,Q,34.00,34.00,33.00,33.50,34.00,34.65,30,16728,565600.00,
539871,THYROCARE   ,B ,Q,682.00,682.00,675.00,675.85,675.50,675.50,72,971,658334.00,
539872,BAJAJHCARE  ,M ,Q,330.00,332.00,330.00,330.65,332.00,328.00,2,1200,396800.00,
539874,UJJIVAN     ,A ,Q,383.00,383.35,369.80,370.80,370.80,381.30,1217,106336,39851191.00,
539875,RSDFIN      ,X ,Q,103.50,112.70,103.50,112.70,112.70,108.65,2,6,630.00,
539876,CROMPTON    ,A ,Q,262.00,265.95,256.50,260.35,260.35,261.75,1929,1267173,331515396.00,
539883,PILANIINVS  ,T ,Q,2875.00,2898.40,2875.00,2887.90,2887.90,2899.80,10,137,394066.00,
539889,PARAGMILK   ,A ,Q,268.40,268.40,256.60,260.15,260.15,268.40,4399,292782,76388586.00,
539910,KOCL        ,X ,Q,1.03,1.03,1.03,1.03,1.03,1.05,8,5530,5695.00,
539917,NAGARFERT   ,B ,Q,15.95,15.95,15.65,15.75,15.75,16.00,138,45123,713744.00,
539939,YASHCHEM    ,M ,Q,126.30,126.30,123.55,124.00,124.00,122.75,4,6000,749025.00,
539940,MAXVIL      ,B ,Q,94.00,103.75,93.50,98.35,98.35,93.60,5042,563041,55890882.00,
539945,NV20IWIN    ,B ,Q,47.04,47.04,47.04,47.04,47.04,46.93,1,100,4704.00,
539956,TAALENT     ,X ,Q,162.00,170.00,160.10,165.35,164.05,164.00,25,2088,341988.00,
539957,MGL         ,A ,Q,1130.00,1145.50,1118.10,1121.35,1121.35,1132.65,764,11488,12988448.00,
539962,QFSL        ,XT,Q,0.62,0.62,0.62,0.62,0.62,0.65,12,15881,9846.00,
539978,QUESS       ,B ,Q,1055.00,1110.00,1035.00,1047.70,1047.70,1053.40,3869,97584,104900156.00,
539979,DIGJAMLTD   ,T ,Q,16.00,16.40,15.70,15.70,15.70,16.50,310,142574,2262338.00,
539980,MIDCAPIWIN  ,B ,Q,75.00,75.00,75.00,75.00,75.00,75.45,1,6,450.00,
539981,MAXINDIA    ,B ,Q,131.70,131.70,122.50,123.95,122.55,128.05,279,52691,6541247.00,
539984,HUIL        ,XT,Q,1500.00,1574.95,1500.00,1511.05,1511.00,1500.00,18,332,514018.00,
539986,COMSYN      ,M ,Q,46.50,46.50,46.50,46.50,46.50,46.70,1,3000,139500.00,
539992,LLOYDSTEEL  ,T ,Q,1.82,1.82,1.82,1.82,1.82,1.74,45,79421,144546.00,
539997,KPL         ,MT,Q,55.15,55.15,55.15,55.15,55.15,57.00,1,3000,165450.00,
540005,LTI         ,A ,Q,981.95,1004.85,981.95,999.05,1002.00,984.65,576,6171,6169861.00,
540023,MIENT       ,X ,Q,53.90,53.90,50.75,51.90,51.90,52.30,317,67569,3500166.00,
540025,ADVENZYMES  ,A ,Q,286.35,287.00,280.40,281.50,281.50,286.20,578,17890,5049810.00,
540026,LAHL        ,XT,Q,8.71,8.71,8.70,8.71,8.71,8.30,6,1113,9693.00,
540027,PTIL        ,M ,Q,171.25,181.00,171.20,181.00,181.00,172.90,13,25500,4407225.00,
540047,DBL         ,A ,Q,900.00,922.00,884.50,908.10,908.10,906.00,1773,45778,41282701.00,
540048,SPAL        ,B ,Q,391.75,404.00,391.50,394.05,393.00,398.80,84,2118,844188.00,
540061,BIGBLOC     ,B ,Q,124.00,124.00,120.00,121.00,120.85,122.30,200,23307,2849566.00,
540063,ECS         ,XT,Q,12.05,12.05,12.05,12.05,12.05,12.65,64,11393,137285.00,
540064,FRETAIL     ,T ,Q,521.00,534.45,520.00,527.05,530.90,522.85,344,6997,3693953.00,
540065,RBLBANK     ,A ,Q,515.00,515.00,508.40,509.75,509.75,513.80,633,40060,20444565.00,
540071,CAMSONSEEDS ,X ,Q,16.25,16.55,15.25,16.15,16.20,15.80,57,26522,422293.00,
540072,SHIVAEXPO   ,M ,Q,26.70,28.25,26.70,28.25,28.25,27.85,2,20000,549500.00,
540073,BLS         ,B ,Q,240.70,249.25,240.00,242.05,241.00,239.75,410,31733,7738466.00,
540079,SPRAYKING   ,M ,Q,23.00,23.00,23.00,23.00,23.00,23.55,1,6000,138000.00,
540081,GOVNOW      ,B ,Q,12.00,12.80,11.80,11.95,11.80,11.72,15,2574,31356.00,
540082,RSTL        ,M ,Q,36.80,36.80,36.80,36.80,36.80,34.15,1,3000,110400.00,
540083,TVVISION    ,B ,Q,15.50,17.00,15.50,16.95,17.00,16.20,371,209274,3498255.00,
540115,LTTS        ,A ,Q,998.95,1008.05,991.50,999.60,999.60,992.45,574,4658,4652980.00,
540124,GNA         ,B ,Q,386.50,394.50,380.25,385.00,385.00,387.45,724,24046,9322467.00,
540125,RADHIKAJWE  ,M ,Q,31.40,31.60,30.60,30.60,30.60,31.10,16,25600,795760.00,
540133,ICICIPRULI  ,B ,Q,372.00,379.40,371.70,375.40,376.80,372.90,660,25306,9527256.00,
540134,IISL        ,XT,Q,10.60,10.75,10.50,10.75,10.75,10.55,30,3600,38460.00,
540136,HPL         ,B ,Q,128.30,132.90,128.25,130.75,130.75,128.90,275,17321,2269325.00,
540143,SAGARSOFT   ,X ,Q,48.80,51.00,47.60,49.25,49.90,45.75,73,16195,804875.00,
540145,VALIANTORG  ,M ,Q,545.00,545.00,540.00,540.50,540.00,545.00,7,2700,1460730.00,
540146,ACML        ,M ,Q,147.70,147.70,147.70,147.70,147.70,134.30,1,2000,295400.00,
540147,SHASHIJIT   ,M ,Q,33.50,33.50,33.50,33.50,33.50,31.00,1,4000,134000.00,
540151,DIKSAT      ,M ,Q,68.00,68.00,68.00,68.00,68.00,68.30,1,3000,204000.00,
540152,IGRL        ,M ,Q,19.85,19.85,18.70,19.85,19.85,19.65,9,36000,687000.00,
540153,ENDURANCE   ,B ,Q,1229.00,1250.00,1222.00,1237.80,1238.70,1221.00,248,2590,3209860.00,
540159,PURPLE      ,XT,Q,26.00,26.15,26.00,26.15,26.15,26.05,11,20000,521500.00,
540173,PNBHOUSING  ,B ,Q,1339.10,1343.60,1328.45,1338.80,1343.30,1339.20,285,6528,8733724.00,
540175,REGENCY     ,X ,Q,33.90,33.90,32.35,33.90,33.90,33.90,64,10289,340118.00,
540180,VBL         ,B ,Q,515.00,518.70,507.00,507.50,508.00,515.05,103,1583,813620.00,
540189,UPROTECH    ,XT,Q,9.49,9.49,9.49,9.49,9.49,9.98,2,400,3796.00,
540190,FRANKLININD ,XT,Q,12.30,13.00,12.30,12.30,12.30,12.75,9,234,2958.00,
540192,LKPSEC      ,X ,Q,23.10,24.00,22.30,22.90,22.90,23.00,87,30351,695647.00,
540203,SFL         ,B ,Q,1744.00,1762.15,1716.00,1750.00,1750.00,1742.90,26,138,240729.00,
540205,AVL         ,M ,Q,103.70,103.70,103.70,103.70,103.70,103.70,3,6000,622200.00,
540210,TMRVL       ,B ,Q,141.90,146.45,141.45,143.90,144.00,142.25,285,17081,2474604.00,
540212,TCIEXP      ,B ,Q,560.00,563.35,552.90,555.20,556.30,557.90,36,517,288629.00,
540222,LAURUSLABS  ,B ,Q,516.05,520.00,501.45,503.35,503.20,513.05,696,58833,29617486.00,
540243,NEWLIGHT    ,XT,Q,25.00,25.10,25.00,25.10,25.10,24.85,21,5150,129050.00,
540259,SHANGAR     ,XT,Q,21.28,21.28,21.28,21.28,21.28,20.27,1,50,1064.00,
540293,PRICOLLTD   ,B ,Q,117.15,119.15,114.85,116.15,115.65,117.55,765,74168,8710246.00,
540311,JITFINFRA   ,T ,Q,48.00,49.00,47.05,48.45,48.45,49.30,39,6173,297180.00,
540358,RMC         ,M ,Q,57.00,58.35,57.00,58.35,58.35,53.05,5,20000,1161200.00,
540360,LLFICL      ,XT,Q,15.90,15.95,15.90,15.95,15.95,15.95,14,10000,159250.00,
540361,DWEKAM      ,XT,Q,9.62,9.62,9.62,9.62,9.62,10.12,1,25,240.00,
540366,RADIOCITY   ,B ,Q,389.55,389.55,381.00,383.55,383.55,382.25,30,464,177735.00,
540376,DMART       ,B ,Q,1131.10,1131.10,1113.85,1115.25,1115.25,1127.50,1312,36961,41469517.00,
540395,CHEMCRUX    ,M ,Q,32.95,33.00,32.95,33.00,33.00,31.50,2,8000,263800.00,
540396,MANOMAY     ,M ,Q,37.25,37.25,37.25,37.25,37.25,37.00,1,4000,149000.00,
540402,MANAS       ,M ,Q,370.00,370.00,365.00,365.00,365.00,370.00,2,8100,2995500.00,
540403,CLEDUCATE   ,B ,Q,291.50,297.45,291.30,293.75,297.45,292.10,22,324,94858.00,
540404,PRIME       ,M ,Q,176.00,182.00,171.25,181.00,182.00,180.00,6,6000,1059250.00,
540405,OCEANIC     ,M ,Q,154.40,154.40,154.40,154.40,154.40,154.00,1,1000,154400.00,
540416,OCTAWARE    ,M ,Q,95.00,95.00,95.00,95.00,95.00,100.00,1,1600,152000.00,
540425,SHANKARA    ,B ,Q,1834.95,1850.00,1725.00,1733.65,1733.65,1836.30,5724,78583,139851295.00,
540426,RELSTRUCT   ,M ,Q,37.00,37.00,37.00,37.00,37.00,38.00,1,3000,111000.00,
540497,SCHAND      ,B ,Q,477.00,501.00,477.00,486.95,486.95,477.15,629,17084,8384206.00,
540519,MEERA       ,M ,Q,235.00,235.00,225.00,225.05,225.00,240.00,6,6000,1360400.00,
540526,IRBINVIT    ,IF,Q,88.80,88.80,87.80,87.91,87.80,87.91,20,870000,76689600.00,
540530,HUDCO       ,B ,Q,79.90,80.50,79.05,79.20,79.20,79.85,1166,262722,20890086.00,
540544,PSPPROJECT  ,B ,Q,518.25,522.00,502.95,508.50,511.00,518.45,514,14708,7541247.00,
540565,INDIGRID    ,IF,Q,94.00,94.00,93.83,93.88,93.90,94.00,23,132678,12458923.00,
540575,STARCEMENT  ,B ,Q,120.15,123.00,119.00,121.20,121.20,121.55,282,24592,2953638.00,
540593,HEOF1126RG  ,B ,Q,9.25,9.35,9.22,9.22,9.22,9.23,15,14110,130254.00,
540594,HEOF1126RD  ,B ,Q,9.25,9.25,9.25,9.25,9.25,9.17,10,49228,455359.00,
540595,TEJASNET    ,B ,Q,397.60,400.00,396.35,397.80,397.05,399.10,162,4959,1974634.00,
540596,ERIS        ,B ,Q,774.00,803.00,771.00,793.90,793.90,782.30,834,15416,12079107.00,
540602,GTPL        ,B ,Q,167.05,170.50,165.05,167.00,167.00,166.85,202,6977,1171709.00,
540611,AUBANK      ,B ,Q,723.50,732.40,715.10,723.00,723.00,711.40,2545,59375,43052315.00,
540614,GGENG       ,M ,Q,44.00,44.25,43.90,44.25,44.25,44.00,11,48000,2113800.00,
540615,7NR         ,M ,Q,27.25,27.25,27.25,27.25,27.25,25.55,1,4000,109000.00,
540616,ARTEMIS     ,B ,Q,121.15,122.80,120.00,120.00,120.00,123.15,73,6562,791338.00,
540621,BHAGYAPROP  ,B ,Q,24.50,25.70,24.25,24.25,24.25,25.50,15,7948,200713.00,
540636,HEOF1100RG  ,B ,Q,10.00,10.00,10.00,10.00,10.00,9.50,1,50,500.00,
540642,SALASAR     ,B ,Q,283.95,290.00,280.70,283.45,283.45,281.65,234,9628,2763085.00,
540647,GANGESSEC   ,T ,Q,116.00,116.00,113.75,114.00,114.00,119.70,14,1944,222341.00,
540648,PALASHSEC   ,T ,Q,85.30,85.30,84.20,84.20,84.20,85.20,11,1103,93409.00,
540649,AVADHSUGAR  ,B ,Q,1089.00,1095.00,1057.65,1059.30,1059.30,1074.90,164,1193,1285144.00,
540650,MAGADHSUGAR ,B ,Q,198.00,198.00,195.00,195.00,195.00,200.05,7,360,70665.00,
540653,SINTEXPLAST ,B ,Q,77.60,78.60,77.50,77.70,77.70,78.05,1413,351343,27354277.00,
540654,GSTL        ,M ,Q,66.90,67.00,65.00,65.00,65.00,65.00,3,6000,397800.00,
540669,UTINEXT50   ,B ,Q,299.35,299.35,299.35,299.35,299.35,299.96,1,53,15865.00,
540673,SIS         ,B ,Q,1228.00,1284.00,1198.25,1261.25,1261.25,1209.95,938,8886,11100294.00,
540678,COCHINSHIP  ,B ,Q,555.00,558.90,547.50,549.80,548.00,553.25,680,17197,9504767.00,
540679,SMSLIFE     ,B ,Q,425.10,434.90,410.00,434.90,434.90,426.70,14,195,81659.00,
540680,KIOCL       ,B ,Q,386.95,391.95,372.65,376.70,375.50,386.35,165,4901,1879729.00,
540686,SMRUTHIORG  ,X ,Q,98.35,98.35,98.00,98.00,98.00,93.70,18,6450,634021.00,
540691,ABCAPITAL   ,B ,Q,187.35,188.35,185.60,186.15,186.15,187.55,2749,295732,55236290.00,
540692,APEX        ,B ,Q,733.15,733.15,733.15,733.15,733.15,771.70,263,8025,5883528.00,
540699,DIXON       ,B ,Q,3453.65,3465.00,3360.00,3375.30,3360.00,3443.60,571,4527,15492696.00,
540700,BRNL        ,B ,Q,195.00,200.00,191.00,195.75,195.75,195.15,335,20542,4061143.00,
540701,DCAL        ,B ,Q,301.00,302.80,295.25,296.20,295.55,298.60,267,8414,2513559.00,
540702,LASA        ,T ,Q,139.95,139.95,132.00,132.15,132.00,138.90,267,46458,6198758.00,
540703,PROVESTSER  ,X ,Q,18.50,18.50,18.45,18.50,18.50,18.50,15,4404,81473.00,
540704,MATRIMONY   ,B ,Q,886.00,911.70,883.35,908.85,908.85,887.00,103,1208,1092324.00,
540709,RELHOME     ,B ,Q,82.00,93.30,81.25,87.10,87.10,81.55,7524,811719,71882829.00,
540710,CAPACITE    ,B ,Q,414.25,414.30,394.15,396.45,396.45,411.40,2291,77194,31094123.00,
540715,SAGAR       ,M ,Q,43.50,43.85,43.00,43.40,43.85,45.85,5,15000,651300.00,
540716,ICICIGI     ,B ,Q,764.75,790.25,764.75,780.90,780.90,766.50,1257,22565,17497272.00,
540717,PQIF        ,XT,Q,89.40,89.40,89.40,89.40,89.40,94.00,1,30,2682.00,
540718,AKM         ,M ,Q,22.60,22.60,22.55,22.55,22.55,22.95,2,12000,270900.00,
540719,SBILIFE     ,B ,Q,670.25,681.75,670.00,673.65,675.00,675.05,1316,13587,9183099.00,
540724,DIAMONDYD   ,B ,Q,1240.00,1253.00,1235.00,1239.95,1249.95,1248.00,147,1226,1524541.00,
540725,SISL        ,M ,Q,89.00,89.00,88.00,88.00,88.00,89.20,3,9000,795000.00,
540726,TTFL        ,M ,Q,84.90,84.90,83.00,83.00,83.00,83.05,3,12000,1011200.00,
540727,POOJA       ,M ,Q,56.60,56.60,56.60,56.60,56.60,55.50,1,3000,169800.00,
540728,SAYAJIIND   ,XT,Q,374.45,374.45,374.45,374.45,374.45,374.45,8,220,82379.00,
540735,IRIS        ,M ,Q,52.00,54.30,51.30,52.40,52.40,52.40,8,32000,1693600.00,
540736,SIDDH       ,M ,Q,42.50,44.00,42.50,44.00,44.00,43.45,3,72000,3162000.00,
540737,SGRL        ,M ,Q,40.00,41.05,40.00,41.05,41.05,40.70,2,6000,243150.00,
540743,GODREJAGRO  ,B ,Q,547.90,554.00,545.15,551.15,549.00,546.25,808,25500,14044432.00,
540744,MESCON      ,XT,Q,71.60,71.60,68.05,71.55,71.55,71.60,269,431805,30832355.00,
540749,MASFIN      ,B ,Q,644.00,644.00,611.05,618.90,612.00,639.35,461,11833,7420019.00,
540750,IEX         ,B ,Q,1600.00,1619.00,1571.00,1609.90,1609.90,1539.60,1283,308924,499306541.00,
540755,GICRE       ,B ,Q,786.10,797.65,786.10,791.00,791.00,792.80,358,7193,5694452.00,
540757,SCPL        ,M ,Q,101.85,102.80,101.80,102.25,102.80,102.65,8,12800,1306640.00,
540762,TIINDIA     ,B ,Q,271.00,271.90,256.10,257.80,257.10,269.40,307,16976,4432082.00,
540767,RNAM        ,B ,Q,253.10,255.05,250.65,252.10,252.10,253.55,451,322524,81903831.00,
540768,MAHLOG      ,B ,Q,436.80,438.45,432.00,434.70,433.30,434.85,596,355777,154410502.00,
540769,NIACL       ,B ,Q,580.05,582.95,577.00,578.75,578.75,581.75,408,9404,5443688.00,
540774,IFGLEXPOR   ,B ,Q,322.00,340.65,312.00,328.50,328.50,316.15,37,6438,2104791.00,
540775,KHADIM      ,B ,Q,682.65,684.00,665.75,669.25,669.25,682.55,274,3157,2133442.00,
540776,5PAISA      ,B ,Q,274.00,284.00,257.25,271.10,271.10,270.75,1567,134183,36374921.00,
540777,HDFCLIFE    ,B ,Q,380.00,388.00,377.50,384.75,384.75,380.95,2536,145057,55558621.00,
540782,SBRANDS     ,M ,Q,130.00,131.90,129.05,129.05,129.05,132.00,4,8000,1041900.00,
540786,SHARIKA     ,M ,Q,55.55,55.55,54.00,54.00,54.00,55.20,17,105000,5780850.00,
540787,BHARATIWIN  ,B ,Q,37.15,37.15,36.78,36.81,36.81,37.15,442,272127,10036087.00,
540789,DNAMEDIA    ,T ,Q,10.55,10.55,10.55,10.55,10.55,11.10,20,962,10149.00,
555555,SENSEXIWIN  ,B ,Q,348.34,348.34,348.34,348.34,348.34,348.56,1,350,121919.00,
570001,TATAMTRTDVR ,A ,Q,236.00,236.00,229.50,229.85,229.85,233.30,579,72944,16869200.00,
570002,FELDVR      ,B ,Q,51.00,51.10,49.60,49.70,49.60,51.45,29,2834,141925.00,
570003,GUJNREBNDVR ,B ,Q,1.35,1.43,1.30,1.40,1.40,1.34,19,13185,18455.00,
570004,JISLBNDVR   ,B ,Q,70.90,72.00,70.00,70.35,70.35,70.85,129,7021,497820.00,
570005,SCAPDVR     ,B ,Q,3.40,3.40,3.40,3.40,3.40,3.57,4,4,13.00,
580001,STAN CHART  ,B ,I,59.85,60.70,59.15,59.45,59.20,59.70,47,3097,185005.00,
590003,KARUR VY(PS ,B ,Q,117.90,118.50,115.95,116.65,116.50,117.00,587,67436,7896078.00,
590005,TIDE WATE(PS,B ,Q,6501.10,6553.05,6487.00,6507.20,6525.00,6542.65,79,173,1126196.00,
590006,AMRUTANJAN  ,B ,Q,595.00,604.95,595.00,600.00,600.00,596.10,12,113,67981.00,
590013,XPRO INDI(PS,B ,Q,52.40,52.40,50.05,50.55,50.55,51.05,15,1922,98747.00,
590018,HISARMET(PS ,T ,Q,104.70,104.70,96.05,103.00,103.00,99.75,13,427,43826.00,
590021,BHARAT RA(PS,B ,Q,3702.85,3730.00,3546.00,3639.15,3639.15,3748.80,56,209,766175.00,
590022,EASTER SI(PS,B ,Q,6.30,6.42,6.13,6.42,6.42,6.12,58,51507,329020.00,
590024,FERT CHE(PS ,B ,Q,51.50,51.50,48.50,49.20,49.20,51.40,173,23060,1142304.00,
590025,GINNI FIL(PS,B ,Q,40.75,41.85,40.60,40.80,40.80,40.50,281,37130,1529498.00,
590030,SOUTH PET(PS,B ,Q,41.15,41.15,40.00,40.10,40.00,40.85,242,40123,1622281.00,
590031,DE NORA     ,B ,Q,244.00,245.00,241.00,241.60,241.45,241.85,51,2207,535133.00,
590041,KAVERI TELE ,B ,Q,11.80,11.80,10.85,11.15,11.45,11.90,20,3260,36030.00,
590043,HARITA SEAT ,B ,Q,935.25,950.00,930.00,930.00,930.00,903.00,62,873,820424.00,
